0,4000,1000,0,3,4.35,4.5,0.0,0.0,0.0948571686345573,0.9954908927552453
1,2000,4000,0,3,5.6,8.78,0.0,0.0,0.16918234906699603,0.9855847669095608
2,3500,1500,0,3,0.77,8.35,0.0,0.0,0.06994284733753277,0.9975510002532796
3,4500,0,0,3,7.31,6.67,0.0,0.0,0.3475903652357843,0.9376464888193493
4,5000,3500,0,3,8.53,7.46,0.0,0.0,0.45733844717895544,0.8892927216231682
5,1000,500,0,3,3.65,0.61,0.0,0.0,0.10480716882888248,0.9944925627484974
6,5000,1500,0,3,5.49,0.88,0.0,0.0,0.17902957342582418,0.9838436927881214
7,4500,4500,0,3,0.17,6.92,0.0,0.0,0.45733844717895544,0.8892927216231682
8,3500,4500,0,3,2.58,0.47,0.0,0.0,0.37555913674750124,0.9267984326731847
9,4500,5000,0,3,0.43,5.6,0.0,0.0,0.32876916987390314,0.944410309632643
10,3500,2000,0,3,6.33,2.37,0.0,0.0,0.479425538604203,0.8775825618903728
11,3000,5000,0,3,5.06,2.24,0.0,0.0,0.17902957342582418,0.9838436927881214
12,4000,2500,0,3,7.28,1.17,0.0,0.0,0.06994284733753277,0.9975510002532796
13,3500,500,0,3,4.02,8.1,0.0,0.0,0.33819667724779123,0.941075452606513
14,1500,2500,0,3,9.39,6.41,0.0,0.0,0.10480716882888248,0.9944925627484974
15,1000,4000,0,3,8.81,6.73,0.0,0.0,0.1395431146442365,0.9902159962126371
16,500,4000,0,3,6.78,1.87,0.0,0.0,0.21822962308086932,0.9758974493306055
17,1500,2500,0,3,0.54,3.0,0.0,0.0,0.35694929447691137,0.9341237611646731
18,500,1000,0,3,7.18,2.38,0.0,0.0,0.4662083594486727,0.8846749491085283
19,1000,1000,0,3,5.39,4.98,0.0,0.0,0.31456656061611776,0.9492354180824408
20,2000,3000,0,3,8.83,1.71,0.0,0.0,0.479425538604203,0.8775825618903728
21,2000,1000,0,3,5.92,2.68,0.0,0.0,0.4617791755414829,0.8869949227792842
22,500,3000,0,3,9.79,6.62,0.0,0.0,0.4750316512709508,0.8799687098362042
23,5000,1000,0,3,5.49,4.46,0.0,0.0,0.19376653496242194,0.9810476695495772
24,500,4000,0,3,9.31,5.06,0.0,0.0,0.3050586364434435,0.9523335698857134
25,500,5000,0,3,1.76,3.15,0.0,0.0,0.3986093279844229,0.9171208228166051
26,4500,3000,0,3,0.62,3.32,0.0,0.0,0.39401876037078043,0.9191023971657747
27,0,3500,0,3,4.77,0.5,0.0,0.0,0.024997395914712332,0.9996875162757026
28,1500,5000,0,3,0.49,9.63,0.0,0.0,0.27635564856411376,0.9610554383107709
29,3000,4500,0,3,0.71,5.28,0.0,0.0,0.3894183423086505,0.9210609940028851
30,2000,500,0,3,2.0,0.35,0.0,0.0,0.42141040136664804,0.9068700422993367
31,3000,1500,0,3,4.89,5.6,0.0,0.0,0.44842280144563446,0.8938215656067205
32,1500,4000,0,3,8.12,6.24,0.0,0.0,0.17902957342582418,0.9838436927881214
33,4000,3000,0,3,8.15,7.81,0.0,0.0,0.470625888171158,0.8823328586101215
34,1000,500,0,3,5.1,3.56,0.0,0.0,0.479425538604203,0.8775825618903728
35,5000,0,0,3,3.2,5.6,0.0,0.0,0.479425538604203,0.8775825618903728
36,500,3500,0,3,10.0,6.15,0.0,0.0,0.42141040136664804,0.9068700422993367
37,2000,0,0,3,6.09,1.76,0.0,0.0,0.0,1.0
38,3000,500,0,3,2.23,7.65,0.0,0.0,0.41687080242921076,0.9089657496748851
39,3000,4500,0,3,6.19,5.79,0.0,0.0,0.04997916927067833,0.9987502603949663
40,3500,2000,0,3,5.62,4.32,0.0,0.0,0.43045788030090887,0.9026106653961321
41,3000,4500,0,3,2.57,6.01,0.0,0.0,0.479425538604203,0.8775825618903728
42,3000,500,0,3,0.14,0.94,0.0,0.0,0.08489768280241602,0.9963896745022904
43,4000,1000,0,3,2.81,2.28,0.0,0.0,0.29552020666133955,0.955336489125606
44,1000,1000,0,3,1.42,6.02,0.0,0.0,0.2570805518921551,0.9663899781345132
45,2500,0,0,3,7.24,1.43,0.0,0.0,0.4662083594486727,0.8846749491085283
46,1000,4000,0,3,8.4,0.44,0.0,0.0,0.470625888171158,0.8823328586101215
47,2500,0,0,3,1.85,8.67,0.0,0.0,0.009999833334166664,0.9999500004166653
48,5000,4500,0,3,4.07,7.17,0.0,0.0,0.4617791755414829,0.8869949227792842
49,4500,3000,0,3,2.79,7.59,0.0,0.0,0.479425538604203,0.8775825618903728
50,500,5000,0,3,2.88,4.08,0.0,0.0,0.2619092681495244,0.9650925008813303
51,2000,5000,0,3,9.56,3.96,0.0,0.0,0.3801884151231614,0.9249090598573131
52,1500,3500,0,3,5.4,1.08,0.0,0.0,0.479425538604203,0.8775825618903728
53,2000,2500,0,3,6.39,8.55,0.0,0.0,0.4439481069655198,0.8960524975255252
54,5000,3500,0,3,3.27,7.79,0.0,0.0,0.30981647122760286,0.9507963789140532
55,3000,1500,0,3,6.38,5.03,0.0,0.0,0.479425538604203,0.8775825618903728
56,0,1000,0,3,9.89,5.81,0.0,0.0,0.12963414261969486,0.9915618937147881
57,3000,3000,0,3,9.05,4.55,0.0,0.0,0.4528862853790683,0.891568288195329
58,0,1500,0,3,4.61,8.54,0.0,0.0,0.4750316512709508,0.8799687098362042
59,0,3000,0,3,2.29,6.04,0.0,0.0,0.4750316512709508,0.8799687098362042
