12,12,0,0,0,0.094857168634557,0.995490892755245,A,5000,5000
10,3,0,0,0,0.169182349066996,0.985584766909561,B,5000,5000
8,20,0,0,0,0.069942847337533,0.99755100025328,C,5000,5000
2,1,0,0,0,0.347590365235784,0.937646488819349,D,5000,5000
17,9,0,0,0,0.457338447178955,0.889292721623168,E,5000,5000
17,16,0,0,0,0.104807168828882,0.994492562748497,F,5000,5000
16,8,0,0,0,0.179029573425824,0.983843692788121,G,5000,5000
11,4,0,0,0,0.457338447178955,0.889292721623168,H,5000,5000
8,4,0,0,0,0.375559136747501,0.926798432673185,I,5000,5000
12,2,0,0,0,0.328769169873903,0.944410309632643,J,5000,5000
6,15,0,0,0,0.479425538604203,0.877582561890373,K,5000,5000
7,6,0,0,0,0.179029573425824,0.983843692788121,L,5000,5000
19,16,0,0,0,0.069942847337533,0.99755100025328,M,5000,5000
4,20,0,0,0,0.338196677247791,0.941075452606513,N,5000,5000
11,15,0,0,0,0.104807168828882,0.994492562748497,O,5000,5000
10,8,0,0,0,0.139543114644236,0.990215996212637,P,5000,5000
14,18,0,0,0,0.218229623080869,0.975897449330606,Q,5000,5000
1,10,0,0,0,0.356949294476911,0.934123761164673,R,5000,5000
3,12,0,0,0,0.466208359448673,0.884674949108528,S,5000,5000
4,10,0,0,0,0.314566560616118,0.949235418082441,T,5000,5000
14,4,0,0,0,0.479425538604203,0.877582561890373,U,5000,5000
10,11,0,0,0,0.461779175541483,0.886994922779284,V,5000,5000
9,12,0,0,0,0.475031651270951,0.879968709836204,W,5000,5000
14,14,0,0,0,0.193766534962422,0.981047669549577,X,5000,5000
1,15,0,0,0,0.305058636443443,0.952333569885713,Y,5000,5000
17,1,0,0,0,0.398609327984423,0.917120822816605,Z,5000,5000
9,20,0,0,0,0.39401876037078,0.919102397165775,A,5000,5000
16,13,0,0,0,0.024997395914712,0.999687516275703,B,5000,5000
12,6,0,0,0,0.276355648564114,0.961055438310771,C,5000,5000
15,2,0,0,0,0.38941834230865,0.921060994002885,D,5000,5000
13,14,0,0,0,0.421410401366648,0.906870042299337,E,5000,5000
7,16,0,0,0,0.448422801445634,0.89382156560672,F,5000,5000
16,6,0,0,0,0.179029573425824,0.983843692788121,G,5000,5000
8,14,0,0,0,0.470625888171158,0.882332858610121,H,5000,5000
12,2,0,0,0,0.479425538604203,0.877582561890373,I,5000,5000
3,17,0,0,0,0.479425538604203,0.877582561890373,J,5000,5000
18,14,0,0,0,0.421410401366648,0.906870042299337,K,5000,5000
11,9,0,0,0,0,1,L,5000,5000
19,5,0,0,0,0.416870802429211,0.908965749674885,M,5000,5000
15,10,0,0,0,0.049979169270678,0.998750260394966,N,5000,5000
12,4,0,0,0,0.430457880300909,0.902610665396132,O,5000,5000
3,5,0,0,0,0.479425538604203,0.877582561890373,P,5000,5000
1,7,0,0,0,0.084897682802416,0.99638967450229,Q,5000,5000
15,5,0,0,0,0.29552020666134,0.955336489125606,R,5000,5000
0,18,0,0,0,0.257080551892155,0.966389978134513,S,5000,5000
1,7,0,0,0,0.466208359448673,0.884674949108528,T,5000,5000
16,14,0,0,0,0.470625888171158,0.882332858610121,U,5000,5000
1,1,0,0,0,0.009999833334167,0.999950000416665,V,5000,5000
0,20,0,0,0,0.461779175541483,0.886994922779284,W,5000,5000
13,12,0,0,0,0.479425538604203,0.877582561890373,X,5000,5000
17,16,0,0,0,0.261909268149524,0.96509250088133,Y,5000,5000
20,12,0,0,0,0.380188415123161,0.924909059857313,Z,5000,5000
5,6,0,0,0,0.479425538604203,0.877582561890373,A,5000,5000
18,3,0,0,0,0.44394810696552,0.896052497525525,B,5000,5000
0,11,0,0,0,0.309816471227603,0.950796378914053,C,5000,5000
7,3,0,0,0,0.479425538604203,0.877582561890373,D,5000,5000
16,1,0,0,0,0.129634142619695,0.991561893714788,E,5000,5000
2,6,0,0,0,0.452886285379068,0.891568288195329,F,5000,5000
2,20,0,0,0,0.475031651270951,0.879968709836204,G,5000,5000
16,13,0,0,0,0.475031651270951,0.879968709836204,H,5000,5000
18,1,0,0,0,0.470625888171158,0.882332858610121,I,5000,5000
9,12,0,0,0,0.203567159904778,0.979060984519505,J,5000,5000
13,5,0,0,0,0.347590365235784,0.937646488819349,K,5000,5000
11,8,0,0,0,0.380188415123161,0.924909059857313,L,5000,5000
2,6,0,0,0,0.309816471227603,0.950796378914053,M,5000,5000
6,7,0,0,0,0.059964006479445,0.998200539935204,N,5000,5000
3,18,0,0,0,0.38941834230865,0.921060994002885,O,5000,5000
18,11,0,0,0,0.457338447178955,0.889292721623168,P,5000,5000
18,11,0,0,0,0.361615431964962,0.932327345606034,Q,5000,5000
9,1,0,0,0,0.384808188808245,0.922996564363117,R,5000,5000
10,9,0,0,0,0.457338447178955,0.889292721623168,S,5000,5000
19,13,0,0,0,0.305058636443443,0.952333569885713,T,5000,5000
1,11,0,0,0,0.421410401366648,0.906870042299337,U,5000,5000
2,15,0,0,0,0.38941834230865,0.921060994002885,V,5000,5000
5,15,0,0,0,0.452886285379068,0.891568288195329,W,5000,5000
14,8,0,0,0,0.479425538604203,0.877582561890373,X,5000,5000
0,14,0,0,0,0.479425538604203,0.877582561890373,Y,5000,5000
18,19,0,0,0,0.35227423327509,0.935896823677935,Z,5000,5000
8,12,0,0,0,0.049979169270678,0.998750260394966,A,5000,5000
6,16,0,0,0,0.193766534962422,0.981047669549577,B,5000,5000
5,19,0,0,0,0.266731436688831,0.96377089636589,C,5000,5000
15,9,0,0,0,0.290739850123643,0.956802142321014,D,5000,5000
4,17,0,0,0,0.059964006479445,0.998200539935204,E,5000,5000
8,12,0,0,0,0.014999437506328,0.999887502109359,F,5000,5000
0,19,0,0,0,0.398609327984423,0.917120822816605,G,5000,5000
10,10,0,0,0,0.309816471227603,0.950796378914053,H,5000,5000
16,14,0,0,0,0.203567159904778,0.979060984519505,I,5000,5000
15,11,0,0,0,0.290739850123643,0.956802142321014,J,5000,5000
13,13,0,0,0,0,1,K,5000,5000
4,4,0,0,0,0.475031651270951,0.879968709836204,L,5000,5000
15,9,0,0,0,0.448422801445634,0.89382156560672,M,5000,5000
6,3,0,0,0,0.281157451295294,0.959661652657401,N,5000,5000
6,18,0,0,0,0.470625888171158,0.882332858610121,O,5000,5000
15,17,0,0,0,0.452886285379068,0.891568288195329,P,5000,5000
20,10,0,0,0,0.479425538604203,0.877582561890373,Q,5000,5000
11,6,0,0,0,0.247403959254523,0.968912421710645,R,5000,5000
4,13,0,0,0,0.412320781743425,0.911038732954034,S,5000,5000
14,11,0,0,0,0.218229623080869,0.975897449330606,T,5000,5000
18,11,0,0,0,0.380188415123161,0.924909059857313,U,5000,5000
3,20,0,0,0,0.144492429710526,0.989505905872395,V,5001,5001
